arsno,bstopid,bstopnm,gpsx,gpsy,stoptype,geometry
10118,188420301,동성화학,128.9642704449,35.0917682037,일반,POINT (128.9642704449 35.0917682037)
10119,188420102,동성화학,128.964965096127,35.091226121353,일반,POINT (128.964965096127 35.091226121353)
10120,188420101,무지개아파트,128.96907773988,35.091031294162,일반,POINT (128.96907773988 35.091031294162)
10121,188650402,무지개아파트,128.9696373268,35.0911556326,일반,POINT (128.9696373268 35.0911556326)
10122,188650401,삼진냉장,128.971971666275,35.09105489326,일반,POINT (128.971971666275 35.09105489326)
10123,188420103,삼진냉장,128.972499047072,35.090836348729,일반,POINT (128.972499047072 35.090836348729)
10125,188090401,신평,128.973865,35.0935433333,일반,POINT (128.973865 35.0935433333)
10126,188650101,신평,128.97347,35.0930333333,일반,POINT (128.97347 35.0930333333)
10127,188640101,동매역,128.9731,35.0903766667,일반,POINT (128.9731 35.0903766667)
10129,188640201,동매역,128.9737916667,35.0896966667,일반,POINT (128.9737916667 35.0896966667)
10130,188620301,신평시장,128.9765466667,35.089735,일반,POINT (128.9765466667 35.089735)
10131,188610101,신평시장,128.976728924203,35.089549982907,일반,POINT (128.976728924203 35.089549982907)
10132,177250201,사하경찰서,128.9773816667,35.086175,일반,POINT (128.9773816667 35.086175)
10133,177240101,사하경찰서,128.977649372657,35.08609486566,일반,POINT (128.977649372657 35.08609486566)
10134,178890101,신평,128.979380076761,35.086121700177,일반,POINT (128.979380076761 35.086121700177)
10136,177270301,장림,128.979075,35.085135,일반,POINT (128.979075 35.085135)
10137,177240201,장림,128.97924,35.08494,일반,POINT (128.97924 35.08494)
10138,177280201,장림주유소,128.97853369881,35.083060718795,일반,POINT (128.97853369881 35.083060718795)
10139,177240301,제일제당,128.9773166667,35.0842166667,일반,POINT (128.9773166667 35.0842166667)
10140,177280101,제일제당,128.977505,35.08455,일반,POINT (128.977505 35.08455)
10142,177240401,자동차검사장.롯데마트,128.9733066667,35.085295,일반,POINT (128.9733066667 35.085295)
10145,188670301,제일전기,128.9680816667,35.0855066667,일반,POINT (128.9680816667 35.0855066667)
10146,188430201,제일전기,128.966353915916,35.085250206083,일반,POINT (128.966353915916 35.085250206083)
10147,188430101,한국주철관,128.965105,35.08628,일반,POINT (128.965105 35.08628)
10148,188430102,신평2동교차로,128.96525,35.088965,일반,POINT (128.96525 35.088965)
10149,188410201,신평2동교차로,128.964998601684,35.08932087383,일반,POINT (128.964998601684 35.08932087383)
10150,188410202,한국주철관,128.96496,35.0863733333,일반,POINT (128.96496 35.0863733333)
10151,188430301,장림포구입구,128.9648766667,35.084495,일반,POINT (128.9648766667 35.084495)
10152,188520101,장림포구입구,128.9650733333,35.08429,일반,POINT (128.9650733333 35.08429)
10153,188550402,장림시장,128.968097723039,35.081018285372,일반,POINT (128.968097723039 35.081018285372)
10154,178400404,장림시장,128.9676257,35.08103808,일반,POINT (128.9676257 35.08103808)
10155,178400401,장림시장,128.9681483333,35.080815,일반,POINT (128.9681483333 35.080815)
10156,178400402,장림중소기업은행,128.9702283333,35.0806366667,일반,POINT (128.9702283333 35.0806366667)
10157,188550401,장림중소기업은행,128.970875,35.0807133333,일반,POINT (128.970875 35.0807133333)
10158,178400403,장림우체국,128.9723616667,35.0806216667,일반,POINT (128.9723616667 35.0806216667)
10159,177810402,장림우체국,128.973158599733,35.080739498661,일반,POINT (128.973158599733 35.080739498661)
10160,177810401,장림초등학교,128.975864103656,35.080717120415,일반,POINT (128.975864103656 35.080717120415)
10161,188550201,장림초등학교,128.976153248918,35.080537717479,일반,POINT (128.976153248918 35.080537717479)
10162,177810301,장림역,128.9772616667,35.079985,일반,POINT (128.9772616667 35.079985)
10163,177820103,장림역,128.977435,35.080155,일반,POINT (128.977435 35.080155)
10164,177820102,영남중학교,128.977462513499,35.078363991796,일반,POINT (128.977462513499 35.078363991796)
10165,177810302,영남중학교,128.97721,35.078035,일반,POINT (128.97721 35.078035)
10166,177810303,신장림역,128.976508075762,35.074878663052,일반,POINT (128.976508075762 35.074878663052)
10167,177820101,신장림역,128.976869354969,35.07500029114,일반,POINT (128.976869354969 35.07500029114)
10168,178010101,고려냉장,128.976983883646,35.070792379067,일반,POINT (128.976983883646 35.070792379067)
10169,178020301,고려냉장,128.977416064813,35.070581137829,일반,POINT (128.977416064813 35.070581137829)
10170,178020302,성보냉장,128.977222121665,35.069058327946,일반,POINT (128.977222121665 35.069058327946)
10171,178690301,다대롯데캐슬블루,128.979333141539,35.067698888334,일반,POINT (128.979333141539 35.067698888334)
10172,178690201,다대롯데캐슬블루,128.979663275831,35.066378137849,일반,POINT (128.979663275831 35.066378137849)
10173,178700301,낫개역,128.979350492368,35.064266207324,일반,POINT (128.979350492368 35.064266207324)
10174,177990101,낫개역,128.9796283333,35.0643966667,일반,POINT (128.9796283333 35.0643966667)
10175,178700302,다대현대아파트,128.97721,35.06215,일반,POINT (128.97721 35.06215)
10176,177590101,다대현대아파트,128.976615189255,35.061637419806,일반,POINT (128.976615189255 35.061637419806)
10177,177590201,다대푸르지오아파트,128.9743083333,35.0605716667,일반,POINT (128.9743083333 35.0605716667)
10178,178180101,다대푸르지오아파트,128.9746166667,35.060575,일반,POINT (128.9746166667 35.060575)
10179,178680201,다대큰샘,128.97466,35.05878,일반,POINT (128.97466 35.05878)
10180,178180301,다대1동주민센터,128.972105,35.0590983333,일반,POINT (128.972105 35.0590983333)
10181,177450101,다대1동주민센터,128.97207,35.0588283333,일반,POINT (128.97207 35.0588283333)
10182,177940101,다대새마을금고,128.973492966119,35.057495701037,일반,POINT (128.973492966119 35.057495701037)
10183,177450301,다대포항역,128.970972925637,35.057439659631,일반,POINT (128.970972925637 35.057439659631)
10184,178000402,다대포항역,128.970819555943,35.056469058062,일반,POINT (128.970819555943 35.056469058062)
10185,177950102,다대포항역.다대수협,128.97155,35.05606,일반,POINT (128.97155 35.05606)
10186,177950101,다대회센터,128.971655,35.0550533333,일반,POINT (128.971655 35.0550533333)
10187,178000401,다대우신아파트,128.9706966667,35.0547633333,일반,POINT (128.9706966667 35.0547633333)
10188,177450302,다대우신아파트,128.970505,35.0545983333,일반,POINT (128.970505 35.0545983333)
10189,178000201,다대자유아파트,128.97069,35.0517016667,일반,POINT (128.97069 35.0517016667)
10190,177410102,다대자유아파트,128.970905,35.0516216667,일반,POINT (128.970905 35.0516216667)
10191,177410101,다대포해수욕장,128.9703116667,35.0499033333,일반,POINT (128.9703116667 35.0499033333)
10192,178040101,다대포해수욕장,128.970094361337,35.04906491192,일반,POINT (128.970094361337 35.04906491192)
10193,177410201,다대포해수욕장,128.969723926624,35.049039321512,일반,POINT (128.969723926624 35.049039321512)
10194,178000202,다대포해수욕장,128.9701233333,35.049945,일반,POINT (128.9701233333 35.049945)
10195,177400301,몰운대아파트,128.967637,35.050236,일반,POINT (128.967637 35.050236)
10196,177380102,몰운대아파트,128.967504993943,35.050065911728,일반,POINT (128.967504993943 35.050065911728)
10197,177400302,대우아파트,128.966615,35.050231,일반,POINT (128.966615 35.050231)
10198,177380101,대우아파트,128.96660032338,35.050022235451,일반,POINT (128.96660032338 35.050022235451)
10199,178040301,다대포해수욕장역,128.96559095782,35.048453341409,일반,POINT (128.96559095782 35.048453341409)
10200,178050302,다대포해수욕장역,128.965307948288,35.048234597859,일반,POINT (128.965307948288 35.048234597859)
10201,177560301,대동중고등학교,128.98387304898,35.085092916681,일반,POINT (128.98387304898 35.085092916681)
10202,168440403,감천사거리,129.00681,35.0863016667,일반,POINT (129.00681 35.0863016667)
10203,178410301,영락교회,128.9705833333,35.1032716667,일반,POINT (128.9705833333 35.1032716667)
10204,188570201,대광고등학교,128.9730766667,35.1018833333,일반,POINT (128.9730766667 35.1018833333)
10205,188570202,당리새마을금고,128.9756066667,35.102095,일반,POINT (128.9756066667 35.102095)
10211,210980304,감천항동편부두,129.00551,35.08157,일반,POINT (129.00551 35.08157)
10212,208980104,유림아파트,128.993958498173,35.09082948809,일반,POINT (128.993958498173 35.09082948809)
10218,208800101,롯데캐슬201동앞,128.964413855531,35.059030242215,일반,POINT (128.964413855531 35.059030242215)
10219,208780102,롯데캐슬211동앞,128.96535801831,35.057620814231,일반,POINT (128.96535801831 35.057620814231)
10220,208780101,롯데캐슬215동앞,128.964625392453,35.056468599103,일반,POINT (128.964625392453 35.056468599103)
10221,208810101,롯데캐슬상가앞,128.962916,35.05598,일반,POINT (128.962916 35.05598)
10222,215890201,다대문화체육센터,128.9600487,35.05026117,일반,POINT (128.9600487 35.05026117)
10223,188100201,한성기린APT,128.97774857514,35.09306106865,일반,POINT (128.97774857514 35.09306106865)
10224,188330101,을숙도문화회관,128.946897586576,35.107773209458,일반,POINT (128.946897586576 35.107773209458)
10225,188650102,배고개,128.97655619491,35.094668175409,일반,POINT (128.97655619491 35.094668175409)
10226,178400601,장림1동행정복지센터,128.96591194382,35.082672088228,일반,POINT (128.96591194382 35.082672088228)
10227,188510201,장림1동행정복지센터,128.9658906468,35.082526121118,일반,POINT (128.9658906468 35.082526121118)
10229,173480101,동원로얄듀크아파트,128.96483007368,35.079171271323,일반,POINT (128.96483007368 35.079171271323)
10230,177560101,대동중고등학교,128.98298296773,35.084783115197,일반,POINT (128.98298296773 35.084783115197)
10231,177700202,하단교차로,128.967122680835,35.107903895636,일반,POINT (128.967122680835 35.107903895636)
10232,177700203,하단교차로,128.967387099958,35.107498575377,일반,POINT (128.967387099958 35.107498575377)
10233,208850101,감천119안전센터,129.0052514,35.08656985,일반,POINT (129.0052514 35.08656985)
10234,188130301,감천119안전센터,129.0050261,35.08632124,일반,POINT (129.0050261 35.08632124)
10235,208850204,감천항동편부두,129.0053457,35.08168839,일반,POINT (129.0053457 35.08168839)
10236,177780101,하단역,128.96759982753,35.105575745778,일반,POINT (128.96759982753 35.105575745778)
10237,178310301,동매교사거리,128.976545133183,35.100275235191,일반,POINT (128.976545133183 35.100275235191)
10238,188090101,동매교사거리,128.9769114,35.10034363,일반,POINT (128.9769114 35.10034363)
10239,188620401,신평시장,128.977967068031,35.090483199645,일반,POINT (128.977967068031 35.090483199645)
10240,178440101,한성기린아파트,128.9780541,35.09283838,일반,POINT (128.9780541 35.09283838)
10241,502120000,하단역,128.966001371673,35.106350878876,일반,POINT (128.966001371673 35.106350878876)
10242,178150201,협성르네상스타운아파트,128.9728173,35.07378249,일반,POINT (128.9728173 35.07378249)
10243,188050401,벽산마마아파트,128.9727794,35.07016032,일반,POINT (128.9727794 35.07016032)
10244,188060101,동원자동차정비공업사,128.974987494769,35.069066098268,일반,POINT (128.974987494769 35.069066098268)
10247,188070301,부산현대미술관,128.942177665722,35.108761330041,일반,POINT (128.942177665722 35.108761330041)
10248,178020205,성보냉장,128.977196273598,35.06922548723,일반,POINT (128.977196273598 35.06922548723)
10249,178020204,동원자동차정비공업사,128.974883581214,35.069231638305,일반,POINT (128.974883581214 35.069231638305)
10250,188060301,벽산마마아파트,128.972977857457,35.070434212022,일반,POINT (128.972977857457 35.070434212022)
10251,188060302,협성르네상스타운아파트,128.973076068876,35.073374998268,일반,POINT (128.973076068876 35.073374998268)
10252,178150306,효림초등학교,128.973035977297,35.076034143214,일반,POINT (128.973035977297 35.076034143214)
10253,177290205,효림초등학교,128.972772755314,35.076029431103,일반,POINT (128.972772755314 35.076029431103)
10254,178150305,장림우체국,128.972940795031,35.078910501448,일반,POINT (128.972940795031 35.078910501448)
10255,177290204,장림우체국,128.972657882639,35.079226015561,일반,POINT (128.972657882639 35.079226015561)
10256,188610201,동매역,128.974133925233,35.089865261385,일반,POINT (128.974133925233 35.089865261385)
10257,178710102,다송중학교,128.982743150078,35.063353777879,일반,POINT (128.982743150078 35.063353777879)
10258,188320202,다송중학교,128.983083336916,35.063370744281,일반,POINT (128.983083336916 35.063370744281)
10259,188230401,두송중학교,128.984220349137,35.060761224707,일반,POINT (128.984220349137 35.060761224707)
10260,188220301,두송중학교,128.984492365319,35.060905469328,일반,POINT (128.984492365319 35.060905469328)
10261,188220401,대선조선,128.99228371764,35.053295589347,일반,POINT (128.99228371764 35.053295589347)
10262,220710201,대선조선,128.992487470459,35.053562598282,일반,POINT (128.992487470459 35.053562598282)
10263,220710101,두송대선터널앞,128.995212063483,35.054288300185,일반,POINT (128.995212063483 35.054288300185)
10264,177980401,두송대선터널앞,128.994875403088,35.053964921403,일반,POINT (128.994875403088 35.053964921403)
10265,220710102,한국선박수리공업,128.995451678288,35.057379953225,일반,POINT (128.995451678288 35.057379953225)
10266,177980402,한국선박수리공업,128.994991993479,35.057405540674,일반,POINT (128.994991993479 35.057405540674)
10267,188240303,인터지스보세창고,128.991658326409,35.063642489053,일반,POINT (128.991658326409 35.063642489053)
10268,188240202,인터지스보세창고,128.991634675396,35.063120188851,일반,POINT (128.991634675396 35.063120188851)
10269,188240302,세방,128.99058932808,35.066561866994,일반,POINT (128.99058932808 35.066561866994)
10270,188260202,세방,128.99026325591,35.066675362393,일반,POINT (128.99026325591 35.066675362393)
10271,188260304,정현냉동,128.990615554281,35.071477410683,일반,POINT (128.990615554281 35.071477410683)
10272,188110202,정현냉동,128.990283765504,35.071581988383,일반,POINT (128.990283765504 35.071581988383)
10273,188260303,구평동,128.990633714475,35.075609051486,일반,POINT (128.990633714475 35.075609051486)
10274,220480103,구평동,128.990295123351,35.075884950314,일반,POINT (128.990295123351 35.075884950314)
10275,188110402,구평삼거리,128.990424512336,35.079406478507,일반,POINT (128.990424512336 35.079406478507)
10276,220480104,구평삼거리,128.990098069624,35.079281166025,일반,POINT (128.990098069624 35.079281166025)
10277,220470103,구평동주민센터,128.98673885289,35.081575712771,일반,POINT (128.98673885289 35.081575712771)
10278,220460103,구평동주민센터,128.9867672497,35.081390504255,일반,POINT (128.9867672497 35.081390504255)
10279,220490102,구평e편한세상입구,128.985834067887,35.08223937572,일반,POINT (128.985834067887 35.08223937572)
10280,177800402,구평e편한세상입구,128.985762811039,35.082691119821,일반,POINT (128.985762811039 35.082691119821)
10288,503900000,부산현대미술관,128.943493099369,35.108276144261,일반,POINT (128.943493099369 35.108276144261)
10291,506040000,괴정역.괴정사거리,128.992343904984,35.099723679839,일반,POINT (128.992343904984 35.099723679839)
10292,506390000,구평삼거리,128.990219759779,35.080905808043,일반,POINT (128.990219759779 35.080905808043)
10293,506360000,감천항제5부두,128.993702172693,35.083903600548,일반,POINT (128.993702172693 35.083903600548)
10294,506380000,감천항해양파출소,128.997783067021,35.084458229982,일반,POINT (128.997783067021 35.084458229982)
10295,506370000,감천항해양파출소,128.998210464666,35.084451185369,일반,POINT (128.998210464666 35.084451185369)
10296,506350000,감천항제5부두,128.993579217286,35.08425708462,일반,POINT (128.993579217286 35.08425708462)
10297,506400000,구평삼거리,128.989900667724,35.080406382503,일반,POINT (128.989900667724 35.080406382503)
10298,506850000,사하구국민체육센터,128.998550886056,35.088068329363,일반,POINT (128.998550886056 35.088068329363)
10301,508310000,괴정동교차로,128.993735548522,35.095857251208,일반,POINT (128.993735548522 35.095857251208)
11002,175150301,두구동 입구,129.102905,35.2975166667,일반,POINT (129.102905 35.2975166667)
11003,175320101,두구동 입구,129.1033183333,35.2976466667,일반,POINT (129.1033183333 35.2976466667)
11004,175220101,금정체육공원입구,129.098825,35.2915566667,일반,POINT (129.098825 35.2915566667)
11005,175320301,금정체육공원입구,129.09865,35.291745,일반,POINT (129.09865 35.291745)
11006,209010201,부산종합터미널.노포역,129.094317393,35.283665442077,일반,POINT (129.094317393 35.283665442077)
11007,210760101,부산종합터미널.노포역,129.0946916667,35.2837916667,일반,POINT (129.0946916667 35.2837916667)
11008,174570101,노포삼거리,129.0935433333,35.28018,일반,POINT (129.0935433333 35.28018)
11009,210760301,노포삼거리,129.0933016667,35.2803266667,일반,POINT (129.0933016667 35.2803266667)
11010,174130201,범어사역,129.09247249832,35.274070646856,일반,POINT (129.09247249832 35.274070646856)
11011,175290201,범어사입구,129.090442745443,35.274892236775,일반,POINT (129.090442745443 35.274892236775)
11012,175290301,범어사입구,129.0896183333,35.27564,일반,POINT (129.0896183333 35.27564)
11013,174770101,범어사입구,129.09008,35.2755583333,일반,POINT (129.09008 35.2755583333)
11014,173830101,어린이놀이터,129.087514603685,35.275424313578,일반,POINT (129.087514603685 35.275424313578)
11015,174770301,어린이놀이터,129.087927861008,35.275622676043,일반,POINT (129.087927861008 35.275622676043)
11016,174890304,한아름빌라,129.0851116667,35.2744833333,일반,POINT (129.0851116667 35.2744833333)
11017,173830202,한아름빌라,129.084936473831,35.275169032903,일반,POINT (129.084936473831 35.275169032903)
11018,173830201,남산동.요산문학관,129.085003130203,35.272221100164,일반,POINT (129.085003130203 35.272221100164)
11019,174890303,남산동.요산문학관,129.0851533333,35.2716466667,일반,POINT (129.0851533333 35.2716466667)
11020,174780301,남산동농협,129.0889566667,35.2725766667,일반,POINT (129.0889566667 35.2725766667)
11021,174110301,남산동농협,129.08905,35.272485,일반,POINT (129.08905 35.272485)
11022,174550301,팔송,129.0925666667,35.27174,일반,POINT (129.0925666667 35.27174)
11023,174120301,범어사역,129.0928266667,35.271715,일반,POINT (129.0928266667 35.271715)
11024,174850402,남산동새벽시장,129.0891116667,35.2692683333,일반,POINT (129.0891116667 35.2692683333)
11025,174110201,남산동새벽시장,129.0890133333,35.2691333333,일반,POINT (129.0890133333 35.2691333333)
11026,174890301,금샘초등학교,129.085255,35.2693833333,일반,POINT (129.085255 35.2693833333)
11027,173830203,금샘초등학교,129.085076826504,35.269405991744,일반,POINT (129.085076826504 35.269405991744)
11028,174890201,남산고교,129.084096562956,35.267059274838,일반,POINT (129.084096562956 35.267059274838)
11029,174890302,남산고교,129.0843016667,35.2672916667,일반,POINT (129.0843016667 35.2672916667)
11030,174110202,남산고등학교입구,129.08902,35.2676333333,일반,POINT (129.08902 35.2676333333)
11031,174850401,남산고등학교입구,129.0891283333,35.2678333333,일반,POINT (129.0891283333 35.2678333333)
11032,209670101,침례병원.남산역,129.0927916667,35.2661116667,일반,POINT (129.0927916667 35.2661116667)
11033,173990301,침례병원.남산역,129.0925,35.2658833333,일반,POINT (129.0925 35.2658833333)
11034,174860102,남산동럭키아파트,129.08878290977,35.26493553581,일반,POINT (129.08878290977 35.26493553581)
11035,174850201,남산동럭키아파트,129.088624861166,35.265386530453,일반,POINT (129.088624861166 35.265386530453)
11036,174890202,부산외국어대학교,129.085295,35.265655,일반,POINT (129.085295 35.265655)
11037,174790102,부산외국어대학교,129.0853016667,35.2653366667,일반,POINT (129.0853016667 35.2653366667)
11038,174860401,남산119안전센터,129.086664775853,35.261687512419,일반,POINT (129.086664775853 35.261687512419)
11039,176700101,샘골공원,129.087483,35.2608217,일반,POINT (129.087483 35.2608217)
11040,209650301,남산초등학교,129.088042,35.2624183,일반,POINT (129.088042 35.2624183)
11041,174860101,남산초등학교,129.088022957167,35.261722274668,일반,POINT (129.088022957167 35.261722274668)
11042,209670201,남산프라자,129.0919033333,35.2631916667,일반,POINT (129.0919033333 35.2631916667)
11043,174070101,남산프라자,129.0920533333,35.262795,일반,POINT (129.0920533333 35.262795)
11044,174540101,두실역,129.091542095198,35.258340226219,일반,POINT (129.091542095198 35.258340226219)
11045,174070301,두실역,129.0912783333,35.258385,일반,POINT (129.0912783333 35.258385)
11046,175210401,선경3차아파트,129.087819287188,35.258700482578,일반,POINT (129.087819287188 35.258700482578)
11047,174860301,선경3차아파트,129.087685,35.2581433333,일반,POINT (129.087685 35.2581433333)
11048,175210201,신동아아파트,129.087616573466,35.255618365162,일반,POINT (129.087616573466 35.255618365162)
11049,174910301,신동아아파트,129.087836020935,35.256088069359,일반,POINT (129.087836020935 35.256088069359)
11050,174540201,행림병원,129.09133,35.2542933333,일반,POINT (129.09133 35.2542933333)
11051,174180301,행림병원,129.0915333333,35.2538066667,일반,POINT (129.0915333333 35.2538066667)
11052,174920402,롯데캐슬정문,129.087816710562,35.252632237456,일반,POINT (129.087816710562 35.252632237456)
11053,174910101,롯데캐슬정문,129.087639817881,35.252631319783,일반,POINT (129.087639817881 35.252631319783)
11054,174920401,롯데캐슬입구,129.087836932278,35.250938377644,일반,POINT (129.087836932278 35.250938377644)
11056,175300101,부산산업보건센터,129.0927833333,35.2750383333,일반,POINT (129.0927833333 35.2750383333)
11057,174170401,태광산업.구서역,129.0920833333,35.249095,일반,POINT (129.0920833333 35.249095)
11058,174170201,태광산업(구서역),129.0920633333,35.2481233333,일반,POINT (129.0920633333 35.2481233333)
11060,175450301,구서역.금정경찰서,129.092244980885,35.245771550893,일반,POINT (129.092244980885 35.245771550893)
11061,175470102,구서역.구서시장,129.088904416199,35.24634480362,일반,POINT (129.088904416199 35.24634480362)
11062,174920201,구서역.구서시장,129.088835,35.2470133333,일반,POINT (129.088835 35.2470133333)
11063,175380302,구서1치안센터,129.088308907098,35.2448774056,일반,POINT (129.088308907098 35.2448774056)
11064,175470101,구서1치안센터,129.0886516667,35.2450566667,일반,POINT (129.0886516667 35.2450566667)
11065,175470301,금정산쌍용예가.구서SK뷰,129.086669996277,35.243043050295,일반,POINT (129.086669996277 35.243043050295)
11066,174830402,금정산쌍용예가.구서SK뷰,129.08662783102,35.242672822474,일반,POINT (129.08662783102 35.242672822474)
11067,176380101,금정구청.부산가톨릭대,129.093204845217,35.242333768065,일반,POINT (129.093204845217 35.242333768065)
11068,174230301,금정구청.부산가톨릭대,129.092770568977,35.242237403782,일반,POINT (129.092770568977 35.242237403782)
11069,175400101,윤산터널입구,129.092892824666,35.240426361929,일반,POINT (129.092892824666 35.240426361929)
11070,175400201,윤산터널입구,129.0923483333,35.2388083333,일반,POINT (129.0923483333 35.2388083333)
11071,174970101,장전역,129.0879017,35.23835333,일반,POINT (129.0879017 35.23835333)
11072,174830401,장전초등학교,129.086547335699,35.240679121764,일반,POINT (129.086547335699 35.240679121764)
11073,175470302,장전초등학교,129.086312586768,35.239557610541,일반,POINT (129.086312586768 35.239557610541)
11074,174830201,장전동어린이놀이터,129.086362417511,35.238126678324,일반,POINT (129.086362417511 35.238126678324)
11075,174960301,장전중앙교회,129.0861033333,35.2352183333,일반,POINT (129.0861033333 35.2352183333)
11076,175640101,장전1치안센터,129.087738083356,35.235701229225,일반,POINT (129.087738083356 35.235701229225)
11077,174660201,경남한신아파트,129.0918133333,35.2357866667,일반,POINT (129.0918133333 35.2357866667)
11078,174670101,경남한신아파트,129.0921733333,35.2365933333,일반,POINT (129.0921733333 35.2365933333)
11079,174960302,현대아파트,129.085555,35.2331816667,일반,POINT (129.085555 35.2331816667)
11080,175620101,부산대학교정문,129.08693576559,35.232326028162,일반,POINT (129.08693576559 35.232326028162)
11081,175620102,부산대학교정문,129.08688957896,35.232162053281,일반,POINT (129.08688957896 35.232162053281)
11082,175620201,부산대역,129.08781088336,35.231040020499,일반,POINT (129.08781088336 35.231040020499)
11083,175630101,부산대앞부산은행,129.0863966667,35.2305466667,일반,POINT (129.0863966667 35.2305466667)
11084,173750201,범어사매표소,129.07308,35.2833416667,일반,POINT (129.07308 35.2833416667)
11085,174960303,부산대학교정문,129.0852,35.231855,일반,POINT (129.0852 35.231855)
11086,175780301,부산대학교정문,129.0850033333,35.2310866667,일반,POINT (129.0850033333 35.2310866667)
11088,175830301,부산대학교후문,129.08399491779,35.228592471075,일반,POINT (129.08399491779 35.228592471075)
11089,175830201,부산대학교후문,129.085392185157,35.228512555019,일반,POINT (129.085392185157 35.228512555019)
11090,175070101,금정초등학교,129.08599830827,35.227018249022,일반,POINT (129.08599830827 35.227018249022)
11091,175630301,금정초등학교,129.0857733333,35.2266466667,일반,POINT (129.0857733333 35.2266466667)
11092,175670101,금정초등학교,129.083035125077,35.226885398454,일반,POINT (129.083035125077 35.226885398454)
11093,175660301,금정초등학교,129.08297,35.2269683333,일반,POINT (129.08297 35.2269683333)
11094,176630101,경보아파트,129.0817783333,35.2253766667,일반,POINT (129.0817783333 35.2253766667)
11097,166140301,식물원입구,129.0816694587,35.2241644768,일반,POINT (129.0816694587 35.2241644768)
11098,165350301,식물원입구,129.082291,35.224232,일반,POINT (129.082291 35.224232)
11100,175080301,래미안장전남문,129.086101904066,35.224521934159,일반,POINT (129.086101904066 35.224521934159)
11102,175080201,온천장역,129.086872,35.221975,일반,POINT (129.086872 35.221975)
11103,175100301,온천입구,129.086352313,35.2175534539,일반,POINT (129.086352313 35.2175534539)
11104,174370201,동해중학교,129.0870783333,35.21789,일반,POINT (129.0870783333 35.21789)
11105,174370202,부곡4동주민센터.온천장역,129.08831482496,35.220100085213,일반,POINT (129.08831482496 35.220100085213)
11106,175090301,부곡4동주민센터.온천장역,129.0884402322,35.2206461645,일반,POINT (129.0884402322 35.2206461645)
11107,175510202,부곡1치안센터,129.091053752,35.2218183024,일반,POINT (129.091053752 35.2218183024)
11108,174310301,부산정보관광고,129.0911566667,35.2238066667,일반,POINT (129.0911566667 35.2238066667)
11109,175600301,부곡시장,129.09176901,35.2260311768,일반,POINT (129.09176901 35.2260311768)
11112,174330101,부곡대우아파트,129.090552019755,35.230882906936,일반,POINT (129.090552019755 35.230882906936)
11113,175810401,부산대역.부곡대우아파트,129.0897633333,35.2311666667,일반,POINT (129.0897633333 35.2311666667)
11114,175610401,금정세무서,129.092100995794,35.231579842024,일반,POINT (129.092100995794 35.231579842024)
11115,175010101,금정세무서,129.092377,35.22995,일반,POINT (129.092377 35.22995)
11117,174540202,금정이마트,129.09128,35.25072,일반,POINT (129.09128 35.25072)
11118,209680101,부곡시장,129.092018831456,35.226462399424,일반,POINT (129.092018831456 35.226462399424)
11119,174300101,부산정보관광고,129.091288777526,35.223686405357,일반,POINT (129.091288777526 35.223686405357)
11120,174390303,부곡1치안센터,129.091149929,35.2218304655,일반,POINT (129.091149929 35.2218304655)
11121,174390302,내성고등학교,129.092729082173,35.219532848502,일반,POINT (129.092729082173 35.219532848502)
11122,175510201,내성고등학교,129.0925033333,35.2198016667,일반,POINT (129.0925033333 35.2198016667)
11123,174390204,서동고개,129.095995464404,35.217045235057,일반,POINT (129.095995464404 35.217045235057)
11124,174390301,서동고개,129.0948333333,35.2178583333,일반,POINT (129.0948333333 35.2178583333)
11129,175850302,서1동새마을금고,129.098580180385,35.216615493819,일반,POINT (129.098580180385 35.216615493819)
11130,174390201,서1동새마을금고,129.097824223616,35.216578224723,일반,POINT (129.097824223616 35.216578224723)
11131,174390203,서3치안센터,129.101558717917,35.215298403858,일반,POINT (129.101558717917 35.215298403858)
11132,175850301,서3치안센터,129.1022833333,35.2151183333,일반,POINT (129.1022833333 35.2151183333)
11133,175550201,세웅병원,129.1041933333,35.21473,일반,POINT (129.1041933333 35.21473)
11134,174470201,세웅병원후문,129.10307035237,35.21428826326,일반,POINT (129.10307035237 35.21428826326)
11135,175490301,서동입구,129.104645,35.210875,일반,POINT (129.104645 35.210875)
11136,175490101,동상초등학교.서동역,129.10713166642,35.212506862045,일반,POINT (129.10713166642 35.212506862045)
11137,174440201,서동역,129.107324778325,35.213194042753,일반,POINT (129.107324778325 35.213194042753)
11138,175560301,부산은행,129.106081798703,35.214342172825,일반,POINT (129.106081798703 35.214342172825)
11139,174700401,라이프타운,129.1072416667,35.215085,일반,POINT (129.1072416667 35.215085)
11141,174450101,금사입구,129.108900592605,35.214953946773,일반,POINT (129.108900592605 35.214953946773)
11142,174450201,금사입구,129.1091583333,35.21419,일반,POINT (129.1091583333 35.21419)
11143,174590201,금사전화국,129.1127883333,35.2151133333,일반,POINT (129.1127883333 35.2151133333)
11144,174590101,금사전화국,129.113615,35.2152416667,일반,POINT (129.113615 35.2152416667)
11145,174580101,서금지구대.금사역,129.116334686558,35.216074943815,일반,POINT (129.116334686558 35.216074943815)
11146,174160301,서금지구대.금사역,129.116006356045,35.216233677226,일반,POINT (129.116006356045 35.216233677226)
11147,175120201,금사중학교,129.110055,35.2174666667,일반,POINT (129.110055 35.2174666667)
